decoy,database,partner1,partner2,complex_type,dG_exp,affinity,classifier,cms,ddg_filter1,dslf_fa13,fa_atr,fa_dun_dev,fa_dun_rot,fa_dun_semi,fa_elec,fa_intra_atr_xover4,fa_intra_elec,fa_intra_rep_xover4,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,holes,hxl_tors,ifa_complex_normalized,ifa_dG_cross,ifa_dG_cross_dSASAx100,ifa_dG_separated,ifa_dG_separated_dSASAx100,ifa_dSASA_hphobic,ifa_dSASA_int,ifa_dSASA_polar,ifa_delta_unsatHbonds,ifa_hbond_E_fraction,ifa_hbonds_int,ifa_nres_all,ifa_nres_int,ifa_packstat,ifa_per_residue_energy_int,ifa_sc_value,ifa_side1_normalized,ifa_side1_score,ifa_side2_normalized,ifa_side2_score,interaction_energy,lk_ball,lk_ball_bridge,lk_ball_bridge_uncpl,lk_ball_iso,omega,p_aa_pp,pro_close,rama_prepro,ref,sc,total_score
2omu,pdbbind,A,B,dimeric,-12.5808786069714,6e-10,1,714.314514160156,-58.8833084106445,0.0,-3191.41610414538,75.0958228863088,236.676480462081,466.445966307275,-990.822362106509,-163.459598996217,-169.647176160754,50.0434258947478,111.511902065745,317.609091065348,2067.39253128507,-152.146224120618,-241.649102012531,-69.1161049813064,-118.465836338725,0.409628748893737,215.450598320203,-3.08738660812378,-58.8833084106445,-2.09755325317383,-58.8833084106445,-2.09755325317383,1337.30187988281,2807.23779296875,1469.93591308594,16,0.177402451634407,10,567,117,0.563793957233429,-3.08141684532165,0.586734175682067,-3.12001132965088,-246.480895996094,-3.00118088722229,-114.044868469238,-58.4824398447813,1181.71874502236,-5.92386925705754,-40.2046064571486,-1219.28954814298,62.9835468066862,-109.598761103995,4.5180248037233,176.514534054077,-244.769606,0.586734175682067,-1750.5482308496
6j9h,pdbbind,A,B,dimeric,-10.0637093180752,4.2e-08,0,677.285278320313,-89.5840682983399,0.0,-1538.34025232174,59.174542163402,187.773774175819,243.78871720397,-456.460875109184,-104.493695921998,-51.8674081558405,49.7644803461692,72.6204125761337,156.177788527977,1100.40099118957,-42.9162120295737,-51.8432886080306,-22.8064456803816,-131.305859652664,1.09442949295044,43.251981212349904,-2.24108386039734,-89.5840682983399,-3.99477005004883,-89.5840682983399,-3.99477005004883,1495.12951660156,2242.53393554687,747.404357910156,1,0.149005487561225,12,264,57,0.590664029121398,-2.26051950454712,0.797105550765991,-2.05721282958984,-39.087043762207,-2.36217284202576,-89.762565612793,-89.5840689888336,582.640803234827,-2.05623676919868,-14.0276402593031,-605.012437301955,31.4272721896031,-52.2462265667661,1.78630741320084,46.7655762144284,-93.8421959999998,0.797105550765991,-591.646127929187
4oyd,pdbbind,A,B,dimeric,-13.1753199590343,2.2e-10,1,706.959228515625,-79.3980026245117,0.0,-1657.30690625829,42.5711903347796,182.133614828664,254.915376982286,-570.894274691289,-106.4577618602,-45.2109065985872,43.5088033139944,72.6804232520604,151.527341061718,1289.35262769602,-21.8998128368932,-6.031862511032831,-40.3905107431612,-228.63691665691,0.082485027611255,46.4026718965007,-2.43472194671631,-79.3980026245117,-3.2133731842041,-79.3980026245117,-3.2133731842041,1529.56799316406,2470.86157226562,941.293579101563,8,0.176270395517349,12,273,76,0.485982179641723,-2.91913151741028,0.653922915458679,-2.74544787406921,-115.308807373047,-3.1336817741394,-106.545181274414,-79.3980059496237,673.36803455943,-1.46058034758718,-11.3087682303575,-702.715168685977,29.5142882999209,-41.2597449569975,2.12264486904134,42.5638384732639,-61.766708,0.653922915458679,-664.6790668096
2vln,pdbbind,A,B,dimeric,-16.0635853594326,1.68e-12,1,502.047332763672,-58.4773101806641,0.0,-1202.59929237953,25.7427211966865,119.830255240489,196.89892226579,-455.157716179337,-66.1999245001184,-41.556258681219504,22.5473748462311,50.2337790122093,118.140025088177,980.524424296515,-50.5329723804852,-30.0877602535107,-33.5521492623355,-106.926685068062,0.875517308712005,45.5289455070309,-2.7945237159729,-58.4773101806641,-3.64585828781128,-58.4773101806641,-3.64585828781128,808.069152832031,1603.93811035156,795.868896484375,10,0.260048419237136,11,214,62,0.603748083114624,-3.14137053489685,0.708633780479431,-3.54001092910767,-113.280349731445,-2.71615409851074,-81.484619140625,-58.4773111419846,489.977693152958,-1.75454874735183,-12.0149957693044,-506.282125066631,11.1860732979735,-48.5155778337092,3.47703444243086,30.6996607836356,-137.635,0.708633780479431,-598.028096991465
5vz4,pdbbind,A,B,dimeric,-11.0461844182234,8e-09,1,348.949554443359,-45.8669929504395,-18.1876100222656,-1620.23513861622,42.9280244555363,167.054703927902,255.532967301386,-484.647842768507,-91.6009905009664,-71.7659607863637,33.6027801048803,63.126138133588896,155.022633771249,1170.98949312366,-50.98485364062351,-51.4002766809637,-13.391626209637,-135.947391796465,1.24709153175354,62.8153842919129,-1.92429351806641,-45.8669929504395,-3.6994454860687296,-45.8669929504395,-3.6994454860687296,780.100708007813,1239.83422851563,459.7336120605471,0,0.148426175117492,4,298,57,0.691119790077209,-2.39681911468506,0.771052718162536,-2.99229955673218,-74.807487487793,-1.93160009384155,-61.8112030029297,-45.8669923834148,611.624568195273,-1.87559603118842,-13.6465298825269,-648.705426046481,30.5764837802596,-52.7740298062273,4.04248210619545,75.8933756033219,8.51478200000001,0.771052718162536,-573.439455993276
4jw2,pdbbind,A,B,dimeric,-11.5030546941465,3.7e-09,1,513.106018066406,-60.7046127319336,0.0,-1546.80273548668,34.2105242874094,127.155011526615,256.654910737578,-538.601412659818,-83.4233463426544,-56.27791383069391,25.5455909575823,61.1673278714909,146.207512116912,1165.47878751049,-39.2486246494772,0.0,-40.1639697232014,-206.595851143444,-0.382935941219329,13.7423718968612,-2.61209654808044,-60.7046127319336,-3.40116572380066,-60.7046127319336,-3.40116572380066,1171.58764648438,1784.81787109375,613.230285644531,7,0.153176814317703,6,263,56,0.725168228149414,-2.76042127609253,0.751093804836273,-2.84303021430969,-65.3896942138672,-2.70284533500671,-89.1938934326172,-60.7046139245146,655.810189916177,-1.30816913371135,-9.21728666749365,-668.57677972758,18.9961479606379,-37.504644576020496,2.65373797590066,31.7211228413776,1.396136,0.751093804836273,-686.981362341736
5ays,pdbbind,A,C,dimeric,-12.6794966570307,5.08e-10,1,438.338958740234,-41.2684516906738,0.0,-2036.24301406101,64.0364119496685,157.838076873139,303.44271653052,-592.841118924581,-126.660533778378,-56.9207582060129,62.1646015733465,82.0370036404168,230.744346713257,1364.59525869742,-64.7545093696282,-81.8766672104344,-42.163167649536,-126.665007673969,0.696914434432983,69.8423735200284,-2.59568023681641,-41.2684516906738,-2.24663519859314,-41.2684516906738,-2.24663519859314,994.09912109375,1836.90026855469,842.801147460938,10,0.117126181721687,5,339,74,0.578905045986175,-2.76372766494751,0.537460684776306,-1.90532851219177,-70.4971542358399,-3.62212705612183,-134.018692016602,-40.1681010950012,737.095326203705,-2.86031011381987,-18.5655523396277,-769.387086072512,39.2148978232053,-76.7248706305082,5.43305115287448,80.0466491738762,-80.763744,0.537460684776306,-879.935626178562
5ajj,pdbbind,A,B,dimeric,-7.49264062404622,3.22e-06,0,698.09130859375,-91.9186172485352,0.0,-990.662404171673,20.445849106089,93.4785164075152,137.55967168045,-264.436024026384,-63.7022339379247,-18.1018234549714,24.0873479881677,41.8379542599608,87.4377460987886,804.520019259439,-15.3176887996782,0.0,-17.6275407251065,-125.655984753065,-0.27789169549942,40.9476688583898,-1.62067222595215,-91.9186172485352,-3.97601008415222,-91.9186172485352,-3.97601008415222,1830.71301269531,2311.83081054687,481.117736816406,5,0.099837571382522,5,167,79,0.669880628585815,-2.15552973747253,0.783051490783691,-2.37293791770935,-123.392768859863,-1.73681771755219,-46.8940773010254,-91.9186205123777,422.063598730037,-0.943800636683851,-6.30574209889824,-430.920029229415,9.58893995420545,-18.8030489666166,0.343926090391721,34.0379508830587,-34.525124,0.783051490783691,-270.652255483922
3wdg,pdbbind,A,B,dimeric,-12.1711876659866,1.2e-09,1,597.296142578125,-59.2894096374512,0.0,-1957.43507903944,45.9115206502695,155.934581362116,343.471541973006,-613.39063839858,-117.004910683275,-64.6837170067441,45.6209051816196,78.9186558074634,203.209606525883,1329.77933074871,-81.122601868021,-83.5302819059179,-42.5348732934305,-122.746125817058,0.624985218048095,79.0513103520522,-2.8353157043457,-59.2894096374512,-2.57933163642883,-59.2894096374512,-2.57933163642883,1250.53637695313,2298.634765625,1048.09826660156,11,0.26730927824974,10,326,84,0.529403448104858,-2.74935030937195,0.667960524559021,-2.33351898193359,-105.008346557617,-3.22915577888489,-125.937072753906,-59.2894101502726,718.031034382836,-2.54485222361297,-17.2549203279003,-744.26850223266,35.7701592185243,-77.4244873643136,3.67772880188065,60.669923977071,-100.418198,0.667960524559021,-924.312889179516
3qbq,pdbbind,A,B,dimeric,-9.05624224845091,2.3e-07,0,444.337310791016,-52.4831504821777,-10.4982205026563,-1666.54464485882,52.6689514832832,167.968244297,284.181329428829,-495.60757806896896,-100.648579251622,-93.9864927389486,39.8769584429615,71.8700631887197,178.68063115234,1172.04658582526,-71.8023998717342,-144.934172689176,-22.8331221867197,-33.4612051509207,1.82957279682159,80.0360243421148,-2.36555457115173,-52.4831504821777,-3.36867070198059,-52.4831504821777,-3.36867070198059,921.671752929688,1557.97802734375,636.306274414063,10,0.26454746723175,10,319,64,0.576129555702209,-2.16948080062866,0.748854517936706,-2.22445297241211,-71.1824951171875,-2.11450862884521,-67.6642761230469,-52.4831505306058,573.595857229527,-2.97006141892225,-20.0727974040275,-640.246364718332,18.8548231999198,-80.4599387420468,3.10029271375595,26.7564710885132,-40.1825680000001,0.748854517936706,-754.611913210669
3cph,prodigy,G,A,dimeric,-8.8,3.54e-07,0,475.281494140625,-57.4882965087891,0.0,-3584.43509240386,96.8894521178913,324.773050576982,547.33793078437,-1128.68126071821,-209.399837130653,-140.015668778815,87.4875451062963,141.430435570735,372.29660720561503,2482.18431889759,-115.3729156383,-182.252469797382,-73.2804058564413,-205.424772778088,0.421907693147659,147.085309689731,-2.80033087730408,-57.4882965087891,-3.32655501365662,-57.4882965087891,-3.32655501365662,946.582458496094,1728.1630859375,781.580688476562,10,0.226361393928527,12,616,70,0.640518963336944,-2.56734085083008,0.615467488765716,-2.83197474479675,-121.774917602539,-2.14588689804077,-57.9389457702637,-56.496262374394,1331.46628119045,-5.67084716965108,-37.5861649023883,-1392.75676660512,51.5971160391186,-146.087711193824,2.74898141298702,72.6818734098331,-162.018832,0.615467488765716,-1725.00384297113
1tmg,skempi2,E,I,dimeric,-14.6849349720324,1.72e-11,1,495.730010986328,-59.8218383789063,0.0,-2012.40471470364,43.8706979137558,138.344082337937,242.046044072244,-621.980968184407,-90.3341617192106,-90.3301347259723,35.2197067638653,64.7220033909522,204.419007239384,1360.68342444172,-69.0884621752093,-116.347920556791,-33.0449757843904,-116.251155553196,0.558677971363067,83.5210834766857,-2.97171187400818,-59.8218383789063,-3.72616457939148,-59.8218383789063,-3.72616457939148,1040.66882324219,1605.45336914063,564.78466796875,6,0.160196512937545,9,345,81,0.765270054340362,-2.86387777328491,0.701603412628173,-2.94022369384766,-176.413421630859,-2.64574694633484,-55.5606842041016,-50.6403834420095,766.27445263712,-3.6250910575962,-24.3944169647755,-804.009293060312,23.4262641165229,-83.5462597481507,4.30276300132313,60.7049334379522,12.582502,0.701603412628173,-1025.24058940418
3tsr,pdbbind,A,E,dimeric,-21.4172712263637,2e-16,1,616.571533203125,-63.2163581848145,-5.17505084015237,-3504.85633699225,97.6468514161969,299.978879334019,476.056398392903,-1115.54653681285,-182.547531812662,-130.524156481829,87.4542392870595,124.53929949793,363.269533257159,2603.54510355324,-141.35077573252,-177.840878063119,-72.4159866668089,-212.308755396697,0.402582257986068,132.803808764133,-2.37318277359009,-63.2163581848145,-2.35435223579407,-63.2163581848145,-2.35435223579407,1416.58337402344,2685.0849609375,1268.50158691406,15,0.292161285877227,13,581,113,0.48199838399887,-2.18210053443909,0.611412703990936,-2.03873682022095,-93.7818984985352,-2.28052949905395,-152.795471191406,-63.2163576238045,1364.90539709247,-6.24261042500331,-39.811903386429,-1405.22438236273,43.9216033499952,-56.4201256701286,3.36716038446951,173.866184961554,-99.9086499999999,0.611412703990936,-1378.81922135206
3pwp,skempi2,ABC,DE,multi,-5.25498776814815,0.000141,0,573.928833007813,-57.5072822570801,-6.43663826373065,-4593.61639851871,146.197304228272,469.655476847397,853.531585486373,-1499.02334124906,-273.915468423893,-214.666576823076,95.7618033133924,192.669724968966,467.21746066641504,3154.57351650419,-178.942850625654,-398.060222321325,-105.833964570709,-140.20257656783,1.21037781238556,222.307671921936,-2.58836698532104,0.0,0.0,-57.5072822570801,-2.99133205413818,1111.0615234375,1922.46398925781,811.402465820312,7,0.225579693913459,11,829,69,0.55041217803955,-2.25020670890808,0.700966954231262,-2.26450204849243,-90.580078125,-2.23048901557922,-64.6841812133789,-56.2092022296574,1684.29079937473,-7.8777310011303,-53.7116438364195,-1764.36765246503,90.9641176984485,-187.078601180943,13.9492512069146,135.635923646683,-248.777146,0.700966954231262,-2145.75617598379
3uyo,pdbbind,A,D,dimeric,-7.04973371793307,6.8e-06,0,581.289489746094,-66.5014114379883,0.0,-1075.32432652183,27.1038456621879,89.056179837533,145.471812831998,-310.761239723701,-62.4532618755536,-50.5355763736253,20.0898134237574,38.2644599562766,111.922215646358,673.368480607862,-32.3793358045478,-81.3838677657518,-22.894525039736,-36.7982793666708,1.69701743125916,73.5894465318971,-2.96594023704529,-66.5014114379883,-3.1901228427887,-66.5014114379883,-3.1901228427887,1171.02221679688,2084.603515625,913.581176757813,9,0.159459769725799,8,208,82,0.593340277671814,-2.83209204673767,0.709975838661193,-2.45630073547363,-95.7957305908203,-3.17292594909668,-136.435806274414,-63.697019072947,374.400120978429,-1.85812560297741,-13.0697223284485,-401.155334252772,16.3932596797298,-62.9267616094448,2.76680773283541,23.324440140013,-61.126104,0.709975838661193,-616.915577236183
3da7,pdbbind,A,D,dimeric,-9.39428146324347,1.3e-07,0,487.780822753906,-66.5108261108398,0.0,-1162.920876842,29.5479676435803,104.79091720725,212.216930966336,-383.296948453199,-73.3568476694299,-44.0714224355235,32.3531195154279,52.5709166735491,125.127065202026,832.336074522845,-57.9731710282224,-51.5487979415925,-28.0393585261104,-63.4969888908938,0.204884722828865,48.3039809825866,-2.50050473213196,-66.5108261108398,-4.20329236984253,-66.5108261108398,-4.20329236984253,739.573303222656,1582.35070800781,842.77734375,5,0.322243183851242,16,199,62,0.729148745536804,-2.76497530937195,0.757940471172332,-3.00949883460998,-102.322959899902,-2.46805381774902,-69.1055068969727,-66.510827526021,445.979384198272,-1.59511089589508,-9.38820383776802,-463.7938706002009,27.8420098786911,-51.103100529838,0.551534582737832,14.9825087728481,-33.618144,0.757940471172332,-497.600431504525
2omt_ion,pdbbind,A,B,dimeric,-9.54972832887368,1e-07,0,675.390563964844,-87.0135955810547,0.0,-3170.46732059038,86.5911537747579,247.626163223235,470.257569905938,-973.634405881511,-168.089509684115,-173.77537942824,76.4293112372304,117.196085908607,344.171446997556,2052.50169323076,-148.417859358786,-236.386901679349,-61.1726669556891,-112.632999718536,0.605049908161163,214.203489443218,-2.90218496322632,-87.0135955810547,-3.09695100784302,-87.0135955810547,-3.09695100784302,1430.39331054688,2809.65356445313,1379.26025390625,20,0.117430515587329,9,566,127,0.627671539783477,-2.93997287750244,0.594432353973388,-2.95286679267883,-242.135070800781,-2.91647696495056,-131.241470336914,-87.0135934269,1165.21180544988,-5.87320365219257,-40.9495105117711,-1210.72170973002,71.1759014508809,-111.443958284545,7.22600179541415,162.240570806009,-243.90247,0.594432353973388,-1642.63670225164
5jze,pdbbind,B,A,dimeric,-6.99326387535255,7.48e-06,0,548.344116210938,-54.8512954711914,0.0,-1373.32817376629,51.3497937744279,129.13746599091,218.981922318867,-428.039507131374,-86.625301542465,-51.8232947319504,36.4131795702488,61.0488297111851,133.238587539074,969.543949593689,-38.081246001419295,-79.7288660587912,-32.6128825510609,-83.0300488413276,0.502119600772857,42.938693772907,-2.60936808586121,-54.8512954711914,-2.83225679397583,-54.8512954711914,-2.83225679397583,1087.47351074219,1936.66394042969,849.1904296875,10,0.130385965108871,5,235,75,0.660312414169311,-3.06779265403748,0.695252895355224,-3.41850304603577,-99.136589050293,-2.84669280052185,-130.947860717773,-50.1831675140265,506.378537611653,-2.33133486067053,-15.5540383762236,-539.620457099651,28.1369372759217,-45.4375099837006,2.40051699582848,15.2348344795062,-31.792112,0.695252895355224,-613.201524310706
5djt,pdbbind,A,B,dimeric,-10.5995860054493,1.7e-08,0,539.836059570313,-64.0331268310547,0.0,-1184.907183726,23.2137921876637,111.874594230972,205.515573666843,-398.403151303492,-71.5414992489113,-45.9387315398923,27.3830628439063,52.5990986912173,111.092678179617,883.085821853398,-46.6093493165383,-48.0263976990758,-29.7368094279674,-99.391453973234,0.013884094543755,44.2955755699187,-2.7472825050354,-64.0331268310547,-3.51284027099609,-64.0331268310547,-3.51284027099609,1253.00451660156,1822.83056640625,569.826049804688,10,0.081130437552928,4,203,69,0.67888456583023,-3.08845090866089,0.739292621612548,-3.47469210624695,-121.614227294922,-2.6908495426178,-91.488883972168,-64.033125461544,472.6343600545271,-1.65841819816481,-11.6053643939593,-484.280362585267,17.359890202,-32.8282195490864,1.12622021303927,28.6284231966213,-81.580486,0.739292621612548,-557.698336071864
1ppe,prodigy,E,I,dimeric,-15.6,3.67e-12,1,499.664398193359,-56.2744483947754,-9.65478671322753,-1401.18962970208,47.2731644867981,111.00537886523,168.645325194636,-394.792721860878,-67.3029684915867,-70.0472192541085,36.3418612965187,43.9081661124649,160.616220464525,939.821116520018,-64.3585041491236,-106.208948425435,-18.1359214663545,-45.892963862282,0.858991920948028,56.4304499792626,-2.50423145294189,-56.2744483947754,-3.17793440818787,-56.2744483947754,-3.17793440818787,904.455017089844,1770.78698730469,866.331970214844,17,0.210438996553421,11,251,67,0.704392910003662,-2.25327873229981,0.739019393920898,-2.58016228675842,-116.107299804688,-1.58465349674225,-34.8623771667481,-49.9532474992826,495.279214264209,-2.47852509140049,-15.885181720667,-535.237070895734,39.8879187607575,-65.6600237746291,1.71724485646992,37.1647185399607,30.191608,0.739019393920898,-628.562078066657
5vmo,pdbbind,A,B,dimeric,-8.25652646517146,8.87e-07,0,572.2080078125,-67.1899795532227,0.0,-916.69343593578,17.4828441843564,72.0020893448064,111.572280276183,-227.575481158434,-54.9413747992029,-10.0384389705505,19.5250886766196,32.8644755829276,90.3922120948586,663.40532485213,-24.162285977373,-1.54721081731562,-16.6175090265944,-100.371054337036,-0.472260057926178,31.2369691090115,-2.43061757087708,-67.1899795532227,-3.82414102554321,-67.1899795532227,-3.82414102554321,1304.17590332031,1756.99548339844,452.819519042969,5,0.119646333158016,6,139,65,0.697600305080413,-2.64041781425476,0.812181115150451,-2.73361086845398,-114.811653137207,-2.47023940086365,-56.8155059814453,-67.1899815942733,355.683860457846,-1.0740570625394,-7.51197820699953,-370.729426958701,12.9939421121662,-20.91182730838,0.670353492894022,26.8214753660208,-20.33268,0.812181115150451,-337.855845009087
1y4d,pdbbind,E,I,dimeric,-12.1701993673381,1.2e-09,1,475.164520263672,-49.1407241821289,0.0,-1898.25086970722,44.4680823367136,145.386104604091,223.451569100297,-574.099296037896,-83.7152089896731,-83.9243757055668,30.7246750357788,56.3458655167235,187.037782776021,1280.05258958385,-66.1463874204052,-106.583722508238,-29.3771761675871,-112.686783093901,0.761299490928649,77.3868996075779,-2.7473406791687,-49.1407241821289,-3.02589392662048,-49.1407241821289,-3.02589392662048,903.170349121094,1624.00695800781,720.836547851563,15,0.168886795639991,8,339,81,0.720809042453765,-2.53349542617798,0.656287193298339,-2.58739542961121,-152.656326293945,-2.38894605636597,-52.556812286377,-41.1075164592629,725.772927169308,-3.08575625216336,-20.3049867342637,-758.823041869212,30.4984818406609,-82.2721642112952,5.16671210201049,72.2777939293935,9.35177200000003,0.656287193298339,-931.348513095
1y34,pdbbind,E,I,dimeric,-12.6656636963513,5.2e-10,1,483.773284912109,-60.6164627075195,0.0,-2025.55774754427,40.2833788485196,137.604083451178,234.99628012006,-612.148972089445,-89.0831186824226,-88.2497064006563,35.3671935296766,62.1190854271512,209.354066890696,1364.8347647169,-72.5132095417109,-114.886266041458,-32.4778332614683,-116.114013816723,0.616413414478302,82.4777240919025,-2.98976230621338,-60.6352615356445,-3.78939747810364,-60.6164627075195,-3.78822255134583,986.259765625,1600.12939453125,613.869689941406,9,0.188516095280647,11,345,81,0.759972035884857,-2.88892602920532,0.708554625511169,-2.94515252113342,-173.764007568359,-2.73813629150391,-60.2389984130859,-51.1905901942499,770.216310632793,-3.73053369749084,-25.1231922280757,-808.238481155613,20.6817412795719,-83.2728667178201,4.54630377503053,60.1595050435831,17.287502,0.708554625511169,-1031.46800137009
3oak,pdbbind,A,D,dimeric,-9.23533910132446,1.7e-07,0,543.594970703125,-63.8355674743652,0.0,-1087.17829039162,22.7013314451844,104.554433709893,161.571425083096,-269.610837683859,-67.677902158261,-23.7454344534831,28.3524108913734,45.2052819722126,100.777450633006,839.243963100969,-24.2614310748647,-1.22544551453692,-20.4802407266481,-119.277424248976,0.270270526409149,34.3742742112837,-2.11165070533752,-63.8355674743652,-3.24817109107971,-63.8355674743652,-3.24817109107971,1257.45532226563,1965.27722167969,707.821960449219,3,0.149921342730522,7,180,56,0.510229587554931,-2.11130452156067,0.735135018825531,-2.80646276473999,-87.0003509521484,-1.24930834770203,-31.2327098846435,-63.8355677476011,432.316973798287,-1.59411939809972,-10.4856717237665,-454.792530993367,12.9368790274381,-36.3107599192386,1.96177944251916,19.0817068555486,-66.53494,0.735135018825531,-380.097118115909
1ta3,pdbbind,A,B,dimeric,-10.9763997478364,9e-09,1,555.978759765625,-51.7033920288086,-2.32350531236246,-3549.57563222574,105.990823159155,239.350379806998,504.95060941385697,-1139.55667503388,-185.750735438083,-154.910364902402,64.9210682770679,127.161642075184,368.055817101767,2505.36139103374,-105.222526808836,-147.648501366965,-101.298549145912,-231.040850814339,0.583660542964935,132.633815585655,-2.76477980613708,-51.7033920288086,-2.30666136741638,-51.7033920288086,-2.30666136741638,1208.10424804688,2241.48168945312,1033.37744140625,17,0.152428552508354,6,575,88,0.699753820896148,-2.30988049507141,0.592013001441955,-2.27582740783691,-93.3089294433594,-2.33958649635315,-109.960563659668,-51.7033925149384,1359.53258367326,-5.25702512879385,-38.926094570558895,-1420.49382721691,69.4709089881396,-122.846693094641,5.96382539146179,113.682286799692,18.027472,0.592013001441955,-1589.74835775345
1i2m,prodigy,A,B,dimeric,-15.8,2.62e-12,1,802.998657226562,-94.6210327148438,0.0,-3232.18159153528,93.7351165607765,269.977969057143,459.851079098177,-952.183859026753,-177.441978998055,-143.937504333799,81.2262791304238,123.037503539021,349.823534269624,2097.88519911131,-96.6187857055443,-235.381903822894,-76.0812387026126,-114.168619856838,1.30777537822723,112.506466253851,-2.86879301071167,-94.6210327148438,-3.07575368881226,-94.6210327148438,-3.07575368881226,1394.5576171875,3076.35278320312,1681.79516601563,12,0.331797927618026,21,553,104,0.655064404010772,-2.0505256652832,0.583426475524902,-1.51768445968628,-66.7781143188477,-2.44127583503723,-146.476547241211,-94.6210291840508,1124.39056566634,-6.08189509682753,-38.6238969246859,-1218.44102726485,43.7783600984879,-148.90511931978,2.14479990062722,98.923947593668,-3.67591599999995,0.583426475524902,-1586.44251630847
2wy8,pdbbind,A,Q,dimeric,-8.79079436444501,3.6e-07,0,395.684936523437,-39.4350357055664,-1.23410322307215,-2205.06095980546,51.883464172663,189.901457135035,336.20287645507,-704.97667350326,-128.40571121811,-75.3536778106451,45.8125269948022,87.2771649246832,216.0283338631,1611.80931742791,-70.9526528917823,-9.82584590136813,-56.0331187833178,-246.533055945863,0.273034393787384,53.4833399088793,-2.64171695709229,-39.4350357055664,-2.60548567771912,-39.4350357055664,-2.60548567771912,636.190246582031,1513.53881835938,877.348571777344,5,0.363225400447845,10,358,53,0.563407659530639,-2.82296800613403,0.687526106834411,-2.63303518295288,-71.0919494628906,-3.02020621299744,-78.5253601074219,-39.4350348480132,874.32946572615,-2.89627369039926,-20.8590250520407,-905.85570563357,29.9073770750002,-53.3089703463377,1.95421362483599,81.9483251045829,-44.976794,0.687526106834411,-945.734705392507
1buh,prodigy,A,B,dimeric,-9.7,7.75e-08,0,391.050445556641,-43.0148963928223,0.0,-2102.43766149418,96.9226472580263,255.256174005497,341.788305093599,-599.772149530668,-135.930988674475,-70.6664541625727,61.7861627277751,90.9009337334848,249.049200021935,1369.86736669908,-74.9504363161479,-77.1686045670408,-35.8903185171748,-119.952558423805,0.438067555427551,62.693734762342,-2.27332234382629,-43.0148963928223,-3.12176442146301,-43.0148963928223,-3.12176442146301,710.288757324219,1377.9033203125,667.614501953125,2,0.237722426652908,7,357,47,0.645149528980255,-2.28750586509705,0.661047995090484,-2.05762076377869,-47.3252792358398,-2.5078125,-60.1875,-43.014894949929,742.240335432726,-3.05391316032976,-19.548919930952,-781.097691525491,19.7814377088848,-78.1514315499611,4.53917636351488,94.9612865410897,-102.741678,0.661047995090484,-811.576045504848
2abz,prodigy,B,E,dimeric,-11.7,2.65e-09,1,370.787628173828,-35.0027847290039,-4.64686252009301,-2222.94468082797,69.1512136421387,176.666043290731,334.791287696301,-660.030025186245,-123.108161721001,-93.7057479630692,46.3620726289058,82.5945586678008,238.768729516785,1506.67496167811,-68.351687301814,-98.214201629585,-47.1726551720261,-129.647804555334,1.30435955524445,111.676466868166,-2.57164716720581,-35.0027847290039,-2.58443188667297,-35.0027847290039,-2.58443188667297,837.389892578125,1354.37060546875,516.980651855469,10,0.20695486664772,7,361,62,0.727018415927887,-2.12701630592346,0.591459035873413,-1.68404281139374,-67.3617172241211,-2.93242287635803,-64.513298034668,-33.5795311371649,809.597985483583,-3.30019805449398,-23.3983032737182,-859.983352273213,40.3398508991053,-72.8292427000521,3.18268998893757,104.728025202677,-45.565622,0.591459035873413,-928.364659615367
1kir,skempi2,AB,C,multi,-10.1101732319081,3.88e-08,0,366.838836669922,-43.6512832641602,-6.33142095160239,-2031.05658647185,59.2011381213855,186.073103651564,285.665891132668,-649.258324809005,-112.125840309609,-82.1777137846305,43.3592404445059,79.2012241446909,215.118942734651,1383.29712809793,-78.4034127063032,-146.432699906719,-54.8819151143294,-83.4099214680241,0.436427533626556,104.34172401566,-2.76297330856323,0.0,0.0,-43.6512832641602,-3.25429105758667,612.467346191406,1341.34545898438,728.878112792969,6,0.35427314043045,11,352,57,0.643618106842041,-2.45039200782776,0.70376443862915,-2.41153383255005,-72.3460159301758,-2.493567943573,-67.3263320922852,-42.3684577155395,755.388230171081,-3.57441908690898,-25.6418525510208,-786.468054730481,14.9240218861304,-77.2354587342174,2.12467780805418,54.6774113105436,-18.94168,0.70376443862915,-972.566567105834
1ycs_ion,pdbbind,A,B,dimeric,-10.263064038355,3e-08,0,407.728851318359,-31.5385112762451,0.0,-2154.11658738508,96.0471137269482,214.846438200951,402.213308130733,-610.406417592258,-127.441652806161,-114.397577608893,50.7825687514677,96.6810956829017,250.678936561166,1510.21589491326,-64.4658990851696,-113.074392164907,-46.5316674563934,-99.7881426862014,1.95466840267181,81.1092743946138,-1.95990073680878,-31.5385112762451,-2.07216167449951,-31.5385112762451,-2.07216167449951,786.995849609375,1522.01000976563,735.014221191406,8,0.21637424826622,5,385,59,0.564166724681854,-1.83343303203583,0.710407376289367,-1.41402649879456,-45.2488479614258,-2.33050751686096,-62.9237022399902,-31.5385106591928,762.907286260672,-3.655670820968671,-24.8498165803379,-829.246600644913,29.0043012689879,-82.3027331305789,6.09409119678226,91.8856614587427,-76.7506139999998,0.710407376289367,-754.561801414635
